Y轴坐标,主轴转速,Y轴功率,主轴功率,主轴负载,X轴负载,Y轴负载,Z轴负载,X轴电流,Y轴电流,Z轴电流,刃1磨损值,刃2磨损值,平均磨损值
5.096,5308.514,1.471,228.517,1.752,0.006,2.924,14.612,0.007,-0.55,-2.632,0.105,0.096,0.100297898
5.284,5307.541,1.471,219.727,1.672,1.184,3.009,14.252,0.239,0.562,-2.575,0.105034146,0.096196466,0.100615306
5.284,5307.541,1.471,219.727,1.672,1.184,3.009,14.252,0.239,0.562,-2.575,0.105141906,0.096199377,0.100670641
5.964,5308.456,1.471,219.727,1.678,1.306,3.149,14.331,0.256,0.614,-2.593,0.105583432,0.096429173,0.101006303
5.964,5308.456,1.471,219.727,1.678,1.306,3.149,14.331,0.256,0.614,-2.593,0.105864769,0.09703729,0.101451029
6.624,5307.941,1.471,219.727,1.672,1.416,2.716,14.514,0.253,0.467,-2.606,0.105933251,0.097190299,0.101561775
7.284,5307.598,1.471,219.727,1.666,1.294,2.82,14.496,0.27,0.526,-2.61,0.106121235,0.09719688,0.101659057
7.284,5307.598,1.471,219.727,1.666,1.294,2.82,14.496,0.27,0.526,-2.61,0.106135903,0.097197869,0.101666886
7.964,5308.228,1.471,219.727,1.666,1.294,3.04,14.368,0.251,0.55,-2.577,0.106140166,0.097203648,0.101671907
7.964,5308.228,1.471,219.727,1.666,1.294,3.04,14.368,0.251,0.55,-2.577,0.1061411,0.09720607,0.101673585
8.624,5308.456,1.471,219.727,1.672,1.27,3.04,14.288,0.226,0.552,-2.56,0.106142989,0.097210085,0.101676537
8.624,5308.456,1.471,219.727,1.672,1.27,3.04,14.288,0.226,0.552,-2.56,0.106144629,0.097215427,0.101680028
9.284,5308.17,1.471,219.727,1.672,1.367,3.046,14.453,0.236,0.494,-2.598,0.106145949,0.097219894,0.101682922
9.284,5308.17,1.471,219.727,1.672,1.367,3.046,14.453,0.236,0.494,-2.598,0.106155069,0.097220512,0.10168779
9.964,5308.399,1.471,219.727,1.678,1.434,3.131,14.648,0.2,0.566,-2.618,0.106160809,0.097220624,0.101690717
9.964,5308.399,1.471,219.727,1.678,1.434,3.131,14.648,0.2,0.566,-2.618,0.106174026,0.097227194,0.10170061
10.624,5308.514,1.471,219.727,1.678,1.001,2.795,14.435,0.19,0.472,-2.589,0.106175536,0.097227748,0.101701642
11.284,5308.113,1.471,219.727,1.678,1.477,2.722,14.374,0.181,0.509,-2.586,0.106177037,0.097230556,0.101703796
11.284,5308.113,1.471,219.727,1.678,1.477,2.722,14.374,0.181,0.509,-2.586,0.106177266,0.097230832,0.101704049
11.964,5307.941,1.471,219.727,1.678,1.471,2.783,14.374,0.186,0.501,-2.574,0.106179597,0.097235431,0.101707514
11.964,5307.941,1.471,219.727,1.678,1.471,2.783,14.374,0.186,0.501,-2.574,0.10618378,0.097239039,0.10171141
12.624,5307.827,1.471,219.727,1.685,1.147,2.57,14.404,0.212,0.451,-2.594,0.106193908,0.09724182,0.101717864
12.624,5307.827,1.471,219.727,1.685,1.147,2.57,14.404,0.212,0.451,-2.594,0.106198465,0.097242205,0.101720335
13.284,5308.17,1.471,219.727,1.691,1.422,2.795,14.502,0.183,0.482,-2.611,0.106204829,0.097246018,0.101725424
13.284,5308.17,1.471,219.727,1.691,1.422,2.795,14.502,0.183,0.482,-2.611,0.10620572,0.097250186,0.101727953
13.964,5307.426,1.471,228.517,1.691,1.166,2.716,14.465,0.185,0.516,-2.606,0.106206502,0.097254303,0.101730402
13.964,5307.426,1.471,228.517,1.691,1.166,2.716,14.465,0.185,0.516,-2.606,0.106211573,0.097255534,0.101733553
14.624,5307.598,1.471,219.727,1.691,1.27,2.832,14.301,0.222,0.508,-2.572,0.106212899,0.0972594,0.10173615
15.304,5307.655,1.471,219.727,1.691,1.355,2.905,14.404,0.239,0.489,-2.594,0.106216891,0.097263852,0.101740371
15.304,5307.655,1.471,219.727,1.691,1.355,2.905,14.404,0.239,0.489,-2.594,0.106217561,0.09726915,0.101743355
15.964,5307.655,1.471,228.517,1.697,0.977,2.667,14.594,0.21,0.533,-2.627,0.106228975,0.097270923,0.101749949
15.964,5307.655,1.471,228.517,1.697,0.977,2.667,14.594,0.21,0.533,-2.627,0.10623198,0.097281023,0.101756502
16.624,5308.685,1.471,228.517,1.697,1.306,3.101,14.557,0.234,0.552,-2.625,0.106238092,0.097285653,0.101761873
16.624,5308.685,1.471,228.517,1.697,1.306,3.101,14.557,0.234,0.552,-2.625,0.106243434,0.097286245,0.101764839
17.304,5308.17,1.471,228.517,1.697,1.416,2.96,14.459,0.25,0.525,-2.591,0.106253699,0.097286388,0.101770044
17.304,5308.17,1.471,228.517,1.697,1.416,2.96,14.459,0.25,0.525,-2.591,0.106257731,0.097290202,0.101773966
17.964,5308.285,1.471,219.727,1.691,1.025,2.661,14.282,0.255,0.525,-2.586,0.106258346,0.097292118,0.101775232
17.964,5308.285,1.471,219.727,1.691,1.025,2.661,14.282,0.255,0.525,-2.586,0.10625847,0.097293428,0.101775949
18.644,5308.514,1.471,228.517,1.691,1.166,2.802,14.6,0.261,0.484,-2.61,0.106263661,0.097297812,0.101780736
19.304,5308.8,1.471,228.517,1.697,1.508,3.046,14.703,0.263,0.554,-2.642,0.106269284,0.097299986,0.101784635
19.304,5308.8,1.471,228.517,1.697,1.508,3.046,14.703,0.263,0.554,-2.642,0.10627031,0.097301362,0.101785836
19.964,5308.17,1.471,228.517,1.697,1.202,2.734,14.508,0.26,0.451,-2.615,0.106273462,0.097305308,0.101789385
19.964,5308.17,1.471,228.517,1.697,1.202,2.734,14.508,0.26,0.451,-2.615,0.106275068,0.097325033,0.10180005
20.644,5308.571,1.471,228.517,1.703,1.3,2.734,14.368,0.226,0.526,-2.577,0.106276209,0.097328351,0.10180228
20.644,5308.571,1.471,228.517,1.703,1.3,2.734,14.368,0.226,0.526,-2.577,0.106279603,0.097335472,0.101807537
21.304,5308.399,1.471,228.517,1.703,1.318,2.924,14.343,0.234,0.542,-2.582,0.10628224,0.097355366,0.101818803
21.304,5308.399,1.471,228.517,1.703,1.318,2.924,14.343,0.234,0.542,-2.582,0.106282982,0.097361883,0.101822432
21.964,5308.285,1.471,228.517,1.697,1.343,2.429,14.539,0.207,0.487,-2.611,0.106283653,0.097362352,0.101823002
21.964,5308.285,1.471,228.517,1.697,1.343,2.429,14.539,0.207,0.487,-2.611,0.106284118,0.09736683,0.101825474
22.644,5308.514,1.471,228.517,1.703,1.477,2.649,14.398,0.193,0.453,-2.565,0.106284783,0.09736773,0.101826256
23.304,5307.884,1.471,228.517,1.697,0.977,2.435,14.02,0.181,0.449,-2.517,0.106291084,0.09737049,0.101830787
23.304,5307.884,1.471,228.517,1.697,0.977,2.435,14.02,0.181,0.449,-2.517,0.106292603,0.097387194,0.101839898
23.964,5308.571,1.471,228.517,1.703,1.465,2.85,13.94,0.179,0.497,-2.473,0.106298949,0.097387793,0.101843371
23.964,5308.571,1.471,228.517,1.703,1.465,2.85,13.94,0.179,0.497,-2.473,0.106304481,0.097401589,0.101853035
24.644,5308.342,1.471,228.517,1.709,1.306,2.71,13.91,0.208,0.533,-2.487,0.106312964,0.09740433,0.101858647
24.644,5308.342,1.471,228.517,1.709,1.306,2.71,13.91,0.208,0.533,-2.487,0.106326345,0.097404542,0.101865444
25.304,5307.941,1.471,228.517,1.703,1.019,2.74,14.105,0.193,0.482,-2.545,0.106333268,0.097405656,0.101869462
25.304,5307.941,1.471,228.517,1.703,1.019,2.74,14.105,0.193,0.482,-2.545,0.106337085,0.097406216,0.10187165
25.964,5308.056,1.471,228.517,1.709,1.147,2.704,14.093,0.222,0.509,-2.546,0.106340462,0.097408428,0.101874445
25.964,5308.056,1.471,228.517,1.709,1.147,2.704,14.093,0.222,0.509,-2.546,0.106343368,0.097410883,0.101877125
26.644,5308.399,1.471,228.517,1.709,0.983,2.673,13.898,0.229,0.485,-2.509,0.106359369,0.097411875,0.101885622
27.304,5307.484,1.471,228.517,1.703,1.19,2.496,13.922,0.203,0.467,-2.504,0.10636111,0.097419642,0.101890376
27.304,5307.484,1.471,228.517,1.703,1.19,2.496,13.922,0.203,0.467,-2.504,0.106362386,0.097419876,0.101891131
27.964,5307.827,1.471,228.517,1.703,1.001,2.808,13.965,0.234,0.514,-2.504,0.106373186,0.097425662,0.101899424
27.964,5307.827,1.471,228.517,1.703,1.001,2.808,13.965,0.234,0.514,-2.504,0.106374154,0.097426202,0.101900178
28.644,5308.113,1.471,228.517,1.709,1.056,2.673,13.971,0.244,0.547,-2.555,0.106375299,0.09742741,0.101901355
28.644,5308.113,1.471,228.517,1.709,1.056,2.673,13.971,0.244,0.547,-2.555,0.106375806,0.097436214,0.10190601
29.304,5308.056,1.471,228.517,1.709,1.318,2.509,14.185,0.226,0.438,-2.548,0.106377942,0.097443295,0.101910618
29.304,5308.056,1.471,228.517,1.709,1.318,2.509,14.185,0.226,0.438,-2.548,0.106379041,0.097444039,0.10191154
29.964,5307.541,1.471,228.517,1.715,1.215,2.972,13.861,0.25,0.535,-2.51,0.106383668,0.097452639,0.101918153
29.964,5307.541,1.471,228.517,1.715,1.215,2.972,13.861,0.25,0.535,-2.51,0.106388132,0.097459649,0.101923891
30.644,5308.399,1.471,228.517,1.715,1.349,2.85,13.904,0.265,0.567,-2.522,0.106396261,0.097461701,0.101928981
31.304,5307.655,1.471,228.517,1.721,1.489,2.777,14.166,0.268,0.502,-2.552,0.106396682,0.097466795,0.101931738
31.304,5307.655,1.471,228.517,1.721,1.489,2.777,14.166,0.268,0.502,-2.552,0.106397567,0.097473815,0.101935691
31.964,5308.113,1.471,228.517,1.709,1.349,3.04,14.252,0.275,0.523,-2.565,0.106400014,0.097476271,0.101938142
31.964,5308.113,1.471,228.517,1.709,1.349,3.04,14.252,0.275,0.523,-2.565,0.106404116,0.097479716,0.101941916
32.644,5307.77,1.471,228.517,1.709,1.318,2.905,14.136,0.248,0.571,-2.533,0.106404506,0.09748019,0.101942348
32.644,5307.77,1.471,228.517,1.709,1.318,2.905,14.136,0.248,0.571,-2.533,0.106405407,0.097483313,0.10194436
33.304,5308.399,1.471,228.517,1.709,1.251,2.82,13.959,0.226,0.487,-2.509,0.106406504,0.097487883,0.101947193
33.304,5308.399,1.471,228.517,1.709,1.251,2.82,13.959,0.226,0.487,-2.509,0.106417286,0.097488922,0.101953104
33.964,5308.399,1.471,228.517,1.715,1.373,2.869,14.148,0.226,0.504,-2.519,0.106419003,0.097493163,0.101956083
33.964,5308.399,1.471,228.517,1.715,1.373,2.869,14.148,0.226,0.504,-2.519,0.106427455,0.097498526,0.10196299
34.644,5308.399,1.471,228.517,1.715,1.459,2.899,14.294,0.207,0.485,-2.55,0.106434567,0.097498747,0.101966657
35.304,5308.971,1.471,228.517,1.721,1.05,2.905,14.246,0.195,0.545,-2.557,0.106436191,0.097500204,0.101968198
35.304,5308.971,1.471,228.517,1.721,1.05,2.905,14.246,0.195,0.545,-2.557,0.106439129,0.09750328,0.101971204
35.964,5307.827,1.471,228.517,1.721,1.544,3.156,14.221,0.186,0.504,-2.529,0.106443052,0.09751114,0.101977096
35.964,5307.827,1.471,228.517,1.721,1.544,3.156,14.221,0.186,0.504,-2.529,0.106447839,0.097518118,0.101982979
36.644,5307.426,1.471,228.517,1.715,1.477,3.131,14.008,0.183,0.492,-2.504,0.106449075,0.097519477,0.101984276
36.644,5307.426,1.471,228.517,1.715,1.477,3.131,14.008,0.183,0.492,-2.504,0.106451791,0.097527144,0.101989468
37.304,5308.456,1.471,228.517,1.715,1.196,2.948,14.081,0.22,0.545,-2.541,0.106452554,0.097530683,0.101991619
37.304,5308.456,1.471,228.517,1.715,1.196,2.948,14.081,0.22,0.545,-2.541,0.106456373,0.09753183,0.101994101
37.964,5308.285,1.471,228.517,1.721,1.44,2.771,14.221,0.2,0.482,-2.567,0.10645746,0.097539885,0.101998672
37.964,5308.285,1.471,228.517,1.721,1.44,2.771,14.221,0.2,0.482,-2.567,0.106457731,0.097541093,0.101999412
38.644,5307.312,1.471,228.517,1.721,1.221,2.936,14.24,0.21,0.455,-2.581,0.106459515,0.097541491,0.102000503
39.304,5308.113,1.471,228.517,1.715,1.349,3.113,14.075,0.239,0.561,-2.533,0.106464429,0.097543133,0.102003781
39.304,5308.113,1.471,228.517,1.715,1.349,3.113,14.075,0.239,0.561,-2.533,0.106468625,0.097545044,0.102006835
39.964,5307.312,1.471,228.517,1.715,1.062,2.814,14.087,0.203,0.48,-2.55,0.106479302,0.097551584,0.102015443
39.964,5307.312,1.471,228.517,1.715,1.062,2.814,14.087,0.203,0.48,-2.55,0.106480069,0.097558629,0.102019349
40.644,5307.198,1.471,228.517,1.715,1.001,2.515,14.185,0.229,0.49,-2.555,0.106483299,0.097559879,0.102021589
40.644,5307.198,1.471,228.517,1.715,1.001,2.515,14.185,0.229,0.49,-2.555,0.106486555,0.097563156,0.102024856
41.304,5307.999,1.471,228.517,1.709,1.361,2.655,14.392,0.232,0.458,-2.596,0.106486657,0.097563296,0.102024977
41.304,5307.999,1.471,228.517,1.709,1.361,2.655,14.392,0.232,0.458,-2.596,0.106487973,0.097575288,0.102031631
41.964,5307.827,1.471,228.517,1.703,0.995,2.472,14.16,0.231,0.463,-2.572,0.10648899,0.097577851,0.10203342
41.964,5307.827,1.471,228.517,1.703,0.995,2.472,14.16,0.231,0.463,-2.572,0.106490943,0.097578091,0.102034517
42.644,5308.456,1.471,228.517,1.697,1.093,2.789,14.166,0.263,0.46,-2.553,0.106504966,0.097579816,0.102042391
43.304,5309.029,1.471,228.517,1.691,1.489,2.808,14.203,0.261,0.504,-2.546,0.106506425,0.097586591,0.102046508
43.304,5309.029,1.471,228.517,1.691,1.489,2.808,14.203,0.261,0.504,-2.546,0.106507309,0.09758945,0.10204838
43.964,5308.399,1.471,219.727,1.691,1.135,2.643,14.471,0.26,0.501,-2.577,0.106511232,0.097590205,0.102050718
43.964,5308.399,1.471,219.727,1.691,1.135,2.643,14.471,0.26,0.501,-2.577,0.106513489,0.097591931,0.10205271
44.644,5308.514,1.471,219.727,1.685,1.208,2.71,14.392,0.244,0.489,-2.598,0.106520763,0.097595752,0.102058258
44.644,5308.514,1.471,219.727,1.685,1.208,2.71,14.392,0.244,0.489,-2.598,0.106525786,0.097595883,0.102060834
45.304,5308.056,1.471,219.727,1.685,1.459,2.979,14.185,0.255,0.545,-2.548,0.1065389,0.097597151,0.102068026
45.304,5308.056,1.471,219.727,1.685,1.459,2.979,14.185,0.255,0.545,-2.548,0.106547577,0.097599031,0.102073304
45.964,5308.342,1.471,219.727,1.685,1.288,2.655,14.221,0.231,0.516,-2.54,0.106550499,0.097603698,0.102077098
45.964,5308.342,1.471,219.727,1.685,1.288,2.655,14.221,0.231,0.516,-2.54,0.106552201,0.097610508,0.102081354
46.644,5307.77,1.471,219.727,1.685,1.385,2.692,14.349,0.203,0.494,-2.56,0.10657159,0.097610531,0.10209106
47.304,5308.399,1.471,219.727,1.678,1.123,2.85,14.392,0.202,0.533,-2.591,0.10657303,0.097610812,0.102091921
47.304,5308.399,1.471,219.727,1.678,1.123,2.85,14.392,0.202,0.533,-2.591,0.106578559,0.097611269,0.102094914
47.964,5308.056,1.471,219.727,1.685,1.477,2.509,14.478,0.19,0.47,-2.572,0.106586788,0.097611997,0.102099392
47.964,5308.056,1.471,219.727,1.685,1.477,2.509,14.478,0.19,0.47,-2.572,0.106588601,0.097613163,0.102100882
48.644,5308.228,1.471,228.517,1.691,1.477,2.771,14.301,0.205,0.436,-2.545,0.106590106,0.097614883,0.102102494
48.644,5308.228,1.471,228.517,1.691,1.477,2.771,14.301,0.205,0.436,-2.545,0.106590878,0.097616694,0.102103786
49.304,5307.369,1.471,219.727,1.685,0.995,2.435,14.215,0.197,0.473,-2.558,0.106592813,0.097618856,0.102105835
49.304,5307.369,1.471,219.727,1.685,0.995,2.435,14.215,0.197,0.473,-2.558,0.106593299,0.097621776,0.102107538
49.964,5308.571,1.471,219.727,1.678,1.355,2.765,14.41,0.207,0.461,-2.574,0.106596402,0.097622516,0.102109459
49.964,5308.571,1.471,219.727,1.678,1.355,2.765,14.41,0.207,0.461,-2.574,0.106598133,0.097635375,0.102116754
50.644,5308.685,1.471,219.727,1.685,1.135,2.911,14.508,0.229,0.537,-2.596,0.106602572,0.097641479,0.102122025
51.304,5307.541,1.471,219.727,1.678,1.099,2.667,14.429,0.202,0.472,-2.603,0.106606998,0.097649638,0.102128318
51.304,5307.541,1.471,219.727,1.678,1.099,2.667,14.429,0.202,0.472,-2.603,0.106622239,0.097651191,0.102136715
51.964,5308.399,1.471,219.727,1.678,1.105,2.911,14.264,0.241,0.514,-2.581,0.106622971,0.097654351,0.102138661
51.964,5308.399,1.471,219.727,1.678,1.105,2.911,14.264,0.241,0.514,-2.581,0.106623464,0.097656314,0.102139889
52.644,5308.113,1.471,219.727,1.678,1.038,2.655,14.252,0.243,0.543,-2.57,0.106627739,0.0976582,0.102142969
52.644,5308.113,1.471,219.727,1.678,1.038,2.655,14.252,0.243,0.543,-2.57,0.106632519,0.097658254,0.102145386
53.304,5307.14,1.471,219.727,1.678,1.263,2.643,14.526,0.222,0.465,-2.61,0.106632747,0.097659134,0.10214594
53.304,5307.14,1.471,219.727,1.678,1.263,2.643,14.526,0.222,0.465,-2.61,0.106634523,0.09766085,0.102147687
53.964,5307.884,1.471,219.727,1.678,1.154,2.979,14.441,0.255,0.566,-2.63,0.106638362,0.097662237,0.102150299
53.964,5307.884,1.471,219.727,1.678,1.154,2.979,14.441,0.255,0.566,-2.63,0.106642667,0.09766252,0.102152594
54.644,5307.655,1.471,219.727,1.678,1.318,2.936,14.325,0.256,0.564,-2.593,0.106644037,0.097680343,0.10216219
55.304,5307.713,1.471,219.727,1.685,1.489,2.612,14.471,0.265,0.479,-2.61,0.106649438,0.097682903,0.102166171
55.304,5307.713,1.471,219.727,1.685,1.489,2.612,14.471,0.265,0.479,-2.61,0.10665198,0.09768663,0.102169305
55.964,5307.941,1.471,219.727,1.678,1.379,2.856,14.435,0.272,0.521,-2.622,0.106655959,0.097688444,0.102172202
55.964,5307.941,1.471,219.727,1.678,1.379,2.856,14.435,0.272,0.521,-2.622,0.106657433,0.097693742,0.102175587
56.644,5307.884,1.471,219.727,1.678,1.398,2.606,14.6,0.282,0.514,-2.639,0.106659802,0.097700905,0.102180354
57.304,5307.77,1.471,219.727,1.678,1.465,2.612,14.587,0.26,0.453,-2.628,0.106660307,0.097706105,0.102183206
57.304,5307.77,1.471,219.727,1.678,1.465,2.612,14.587,0.26,0.453,-2.628,0.106660869,0.097707197,0.102184033
57.304,5307.77,1.471,219.727,1.678,1.465,2.612,14.587,0.26,0.453,-2.628,0.10666474,0.097711695,0.102188217
57.984,5308.228,1.471,219.727,1.685,1.288,2.728,14.52,0.234,0.501,-2.615,0.1066681,0.097713736,0.102190918
57.984,5308.228,1.471,219.727,1.685,1.288,2.728,14.52,0.234,0.501,-2.615,0.106672324,0.097714537,0.10219343
58.644,5308.456,1.471,219.727,1.678,1.41,2.795,14.502,0.241,0.458,-2.598,0.106672803,0.097715914,0.102194358
59.304,5308.399,1.471,219.727,1.678,1.123,2.795,14.502,0.203,0.511,-2.611,0.106674001,0.097717254,0.102195627
59.304,5308.399,1.471,219.727,1.678,1.123,2.795,14.502,0.203,0.511,-2.611,0.106674924,0.097735028,0.102204976
59.984,5309.372,1.471,219.727,1.685,1.044,2.57,14.557,0.197,0.449,-2.616,0.106683334,0.097742551,0.102212942
59.984,5309.372,1.471,219.727,1.685,1.044,2.57,14.557,0.197,0.449,-2.616,0.106689324,0.097743266,0.102216295
60.644,5308.056,1.471,219.727,1.685,1.471,2.985,14.6,0.186,0.538,-2.63,0.106692742,0.097744855,0.102218798
60.644,5308.056,1.471,219.727,1.685,1.471,2.985,14.6,0.186,0.538,-2.63,0.106725862,0.097748891,0.102237376
61.304,5308.743,1.471,219.727,1.678,1.093,2.74,14.417,0.202,0.489,-2.596,0.106730566,0.097750045,0.102240306
61.304,5308.743,1.471,219.727,1.678,1.093,2.74,14.417,0.202,0.489,-2.596,0.106733189,0.097756179,0.102244684
61.984,5308.456,1.471,219.727,1.685,1.221,3.003,14.41,0.222,0.518,-2.598,0.10673528,0.097756245,0.102245763
61.984,5308.456,1.471,219.727,1.685,1.221,3.003,14.41,0.222,0.518,-2.598,0.106741625,0.097756258,0.102248942
62.644,5307.426,1.471,219.727,1.691,1.373,2.936,14.587,0.2,0.559,-2.651,0.106742818,0.09775837,0.102250594
63.324,5307.484,1.471,219.727,1.678,1.166,2.759,14.74,0.208,0.465,-2.652,0.106750825,0.097758486,0.102254655
63.324,5307.484,1.471,219.727,1.678,1.166,2.759,14.74,0.208,0.465,-2.652,0.106752066,0.097765404,0.102258735
63.984,5308.056,1.471,219.727,1.678,1.367,2.716,14.569,0.243,0.472,-2.634,0.106765635,0.097776855,0.102271245
63.984,5308.056,1.471,219.727,1.678,1.367,2.716,14.569,0.243,0.472,-2.634,0.10677708,0.097782182,0.102279631
64.644,5306.911,1.471,219.727,1.685,0.989,2.466,14.331,0.215,0.48,-2.603,0.106781407,0.097782326,0.102281867
64.644,5306.911,1.471,219.727,1.685,0.989,2.466,14.331,0.215,0.48,-2.603,0.106784956,0.097787142,0.102286049
65.324,5307.083,1.471,219.727,1.672,1.007,2.515,14.606,0.232,0.438,-2.632,0.10678856,0.097789056,0.102288808
65.324,5307.083,1.471,219.727,1.672,1.007,2.515,14.606,0.232,0.438,-2.632,0.106790365,0.097789562,0.102289964
65.984,5307.713,1.471,219.727,1.678,1.392,2.893,14.862,0.248,0.516,-2.673,0.106792405,0.097804,0.102298202
65.984,5307.713,1.471,219.727,1.678,1.392,2.893,14.862,0.248,0.516,-2.673,0.10679247,0.097806711,0.10229959
66.664,5307.941,1.471,219.727,1.672,1.489,2.802,14.807,0.272,0.492,-2.668,0.106794868,0.097807911,0.102301389
67.324,5308.399,1.471,219.727,1.678,1.147,2.49,14.612,0.267,0.489,-2.642,0.106795875,0.097808597,0.102302236
67.324,5308.399,1.471,219.727,1.678,1.147,2.49,14.612,0.267,0.489,-2.642,0.106796148,0.097818353,0.10230725
67.984,5309.143,1.471,219.727,1.678,1.599,2.802,14.624,0.292,0.482,-2.625,0.106797534,0.097820099,0.102308816
67.984,5309.143,1.471,219.727,1.678,1.599,2.802,14.624,0.292,0.482,-2.625,0.106798509,0.097824622,0.102311565
68.664,5307.655,1.471,219.727,1.678,1.556,2.893,14.63,0.282,0.502,-2.62,0.106804425,0.097832236,0.10231833
68.664,5307.655,1.471,219.727,1.678,1.556,2.893,14.63,0.282,0.502,-2.62,0.106805146,0.097837574,0.10232136
69.324,5308.514,1.471,219.727,1.678,1.306,2.679,14.685,0.255,0.543,-2.659,0.10680522,0.097840066,0.102322643
69.324,5308.514,1.471,219.727,1.678,1.306,2.679,14.685,0.255,0.543,-2.659,0.106806875,0.097847637,0.102327256
69.984,5307.999,1.471,219.727,1.678,1.489,2.997,14.63,0.256,0.559,-2.635,0.106807884,0.097850036,0.10232896
69.984,5307.999,1.471,219.727,1.678,1.489,2.997,14.63,0.256,0.559,-2.635,0.10681211,0.097850123,0.102331117
70.664,5308.056,1.471,219.727,1.672,1.227,2.911,14.636,0.22,0.514,-2.628,0.106813263,0.097856389,0.102334826
71.324,5307.77,1.471,219.727,1.672,1.495,2.637,14.746,0.191,0.496,-2.628,0.106819597,0.09785748,0.102338538
71.324,5307.77,1.471,219.727,1.672,1.495,2.637,14.746,0.191,0.496,-2.628,0.106830446,0.097858376,0.102344411
71.984,5308.285,1.471,219.727,1.672,1.08,2.747,14.752,0.193,0.521,-2.652,0.106831374,0.097861348,0.102346361
71.984,5308.285,1.471,219.727,1.672,1.08,2.747,14.752,0.193,0.521,-2.652,0.106831723,0.097863665,0.102347694
72.664,5307.655,1.471,219.727,1.672,0.964,2.649,14.74,0.185,0.504,-2.64,0.106842582,0.097868526,0.102355554
72.664,5307.655,1.471,219.727,1.672,0.964,2.649,14.74,0.185,0.504,-2.64,0.106846625,0.097874188,0.102360406
73.324,5307.999,1.471,219.727,1.678,1.453,2.869,14.777,0.203,0.451,-2.634,0.106850523,0.097875766,0.102363144
73.324,5307.999,1.471,219.727,1.678,1.453,2.869,14.777,0.203,0.451,-2.634,0.106851076,0.097885858,0.102368467
73.984,5307.14,1.471,219.727,1.678,0.989,2.71,14.52,0.197,0.525,-2.613,0.106852965,0.097886294,0.10236963
73.984,5307.14,1.471,219.727,1.678,0.989,2.71,14.52,0.197,0.525,-2.613,0.106855112,0.097887673,0.102371393
74.664,5307.026,1.471,219.727,1.678,1.105,2.57,14.636,0.207,0.461,-2.635,0.106860295,0.097893592,0.102376943
75.324,5308.113,1.471,219.727,1.678,1.172,2.881,14.752,0.238,0.472,-2.64,0.106869001,0.097897677,0.102383339
75.324,5308.113,1.471,219.727,1.678,1.172,2.881,14.752,0.238,0.472,-2.64,0.106871442,0.097898316,0.102384879
75.984,5308.228,1.471,219.727,1.678,1.141,2.734,14.917,0.202,0.506,-2.69,0.106872394,0.097901818,0.102387106
75.984,5308.228,1.471,219.727,1.678,1.141,2.734,14.917,0.202,0.506,-2.69,0.106874078,0.097906817,0.102390447
76.664,5308.17,1.471,219.727,1.685,1.27,2.85,14.801,0.226,0.511,-2.659,0.10687645,0.097913813,0.102395131
76.664,5308.17,1.471,219.727,1.685,1.27,2.85,14.801,0.226,0.511,-2.659,0.106877209,0.097914755,0.102395982
77.324,5308.17,1.471,219.727,1.678,1.093,2.826,14.563,0.255,0.521,-2.623,0.106877978,0.097916435,0.102397206
77.324,5308.17,1.471,219.727,1.678,1.093,2.826,14.563,0.255,0.521,-2.623,0.106879914,0.097918534,0.102399224
77.984,5307.083,1.471,219.727,1.685,1.312,2.869,14.709,0.229,0.504,-2.639,0.10688113,0.097976466,0.102428798
77.984,5307.083,1.471,219.727,1.685,1.312,2.869,14.709,0.229,0.504,-2.639,0.106881843,0.098061803,0.102471823
78.664,5307.827,1.471,219.727,1.685,1.428,2.777,14.856,0.255,0.521,-2.675,0.106882334,0.098523664,0.102702999
79.324,5308.228,1.471,219.727,1.685,1.3,2.979,14.667,0.265,0.48,-2.664,0.106885088,0.098748758,0.102816923
79.324,5308.228,1.471,219.727,1.685,1.3,2.979,14.667,0.265,0.48,-2.664,0.106888406,0.098933234,0.10291082
79.984,5307.77,1.471,219.727,1.685,1.52,2.759,14.685,0.263,0.496,-2.646,0.106891086,0.099027016,0.102959051
79.984,5307.77,1.471,219.727,1.685,1.52,2.759,14.685,0.263,0.496,-2.646,0.106891369,0.099207285,0.103049327
80.664,5308.17,1.471,228.517,1.697,1.563,2.875,14.545,0.282,0.52,-2.623,0.106899722,0.09921753,0.103058626
80.664,5308.17,1.471,228.517,1.697,1.563,2.875,14.545,0.282,0.52,-2.623,0.106904926,0.099538178,0.103221552
81.324,5307.484,1.471,228.517,1.697,1.434,3.131,14.636,0.28,0.559,-2.642,0.106906896,0.099542346,0.103224621
81.324,5307.484,1.471,228.517,1.697,1.434,3.131,14.636,0.28,0.559,-2.642,0.106907169,0.099611403,0.103259286
81.984,5307.713,1.471,228.517,1.697,1.447,3.052,14.813,0.251,0.547,-2.659,0.106907213,0.099642552,0.103274882
81.984,5307.713,1.471,228.517,1.697,1.447,3.052,14.813,0.251,0.547,-2.659,0.106912057,0.100778729,0.103845393
82.664,5307.827,1.471,228.517,1.697,1.312,2.716,14.795,0.234,0.468,-2.669,0.106934077,0.10106465,0.103999363
83.324,5307.713,1.471,228.517,1.697,1.477,2.972,14.771,0.238,0.545,-2.646,0.106934243,0.101219215,0.104076729
83.324,5307.713,1.471,228.517,1.697,1.477,2.972,14.771,0.238,0.545,-2.646,0.106934389,0.101397766,0.104166077
