Y轴坐标,主轴转速,Y轴功率,主轴功率,主轴负载,X轴负载,Y轴负载,Z轴负载,X轴电流,Y轴电流,Z轴电流,刃1磨损值,刃2磨损值,平均磨损值
56.55623777,5308.170319,0.735543785,228.5165209,1.739501953,0.463867188,2.960205078,14.00146484,0.059814453,-0.398193359,-2.503662109,0.282319331,0.28636118,0.284340255
56.55623777,5308.170319,0.735543785,228.5165209,1.739501953,0.463867188,2.960205078,14.00146484,0.059814453,-0.398193359,-2.503662109,0.282322398,0.286361449,0.284341923
55.89623777,5307.025909,1.471087569,228.5165209,1.745605469,0.238037109,3.253173828,14.12353516,0.042724609,-0.591308594,-2.534423828,0.282322783,0.286362537,0.28434266
55.89623777,5307.025909,1.471087569,228.5165209,1.745605469,0.238037109,3.253173828,14.12353516,0.042724609,-0.591308594,-2.534423828,0.282324425,0.286365081,0.284344753
55.23623777,5307.254791,1.471087569,228.5165209,1.751708984,0.573730469,2.886962891,14.0625,0.051269531,-0.454589844,-2.481445313,0.282326425,0.286374833,0.284350629
55.23623777,5307.254791,1.471087569,228.5165209,1.751708984,0.573730469,2.886962891,14.0625,0.051269531,-0.454589844,-2.481445313,0.282339879,0.286375285,0.284357582
55.23623777,5307.254791,1.471087569,228.5165209,1.751708984,0.573730469,2.886962891,14.0625,0.051269531,-0.454589844,-2.481445313,0.282340465,0.286377643,0.284359054
53.89623777,5307.598114,1.471087569,228.5165209,1.733398438,0.170898438,3.302001953,13.87939453,0.047851563,-0.589599609,-2.498535156,0.282344979,0.286384255,0.284364617
53.89623777,5307.598114,1.471087569,228.5165209,1.733398438,0.170898438,3.302001953,13.87939453,0.047851563,-0.589599609,-2.498535156,0.282350526,0.286384762,0.284367644
53.23623777,5308.227539,0.735543785,228.5165209,1.733398438,0.445556641,2.301025391,14.19677734,0.078613281,-0.391357422,-2.457519531,0.282352527,0.286387858,0.284370192
53.23623777,5308.227539,0.735543785,228.5165209,1.733398438,0.445556641,2.301025391,14.19677734,0.078613281,-0.391357422,-2.457519531,0.282357779,0.286392948,0.284375364
52.556,5308.914,1.471,228.517,1.733,0.256,2.338,14.026,0.085,-0.436,-2.452,0.282359745,0.286397597,0.284378671
52.556,5308.914,1.471,228.517,1.733,0.256,2.338,14.026,0.085,-0.436,-2.452,0.282366451,0.286402275,0.284384363
51.896,5308.514,1.471,228.517,1.74,0.397,3.131,13.611,0.062,-0.569,-2.468,0.282368574,0.286405686,0.28438713
51.896,5308.514,1.471,228.517,1.74,0.397,3.131,13.611,0.062,-0.569,-2.468,0.282385128,0.286414325,0.284399727
51.236,5307.827,1.471,228.517,1.746,0.22,2.155,14.02,0.082,-0.494,-2.49,0.282389143,0.286416464,0.284402803
51.236,5307.827,1.471,228.517,1.746,0.22,2.155,14.02,0.082,-0.494,-2.49,0.282390481,0.286426452,0.284408466
50.556,5308.342,1.471,228.517,1.752,0.238,2.173,13.861,0.077,-0.482,-2.507,0.282392872,0.286427007,0.284409939
49.896,5308.17,1.471,228.517,1.746,0.427,2.777,13.708,0.058,-0.492,-2.473,0.282394179,0.286439049,0.284416614
49.896,5308.17,1.471,228.517,1.746,0.427,2.777,13.708,0.058,-0.492,-2.473,0.282395353,0.286446787,0.28442107
49.216,5307.884,1.471,228.517,1.733,0.446,2.954,13.818,0.077,-0.535,-2.492,0.282406213,0.286452305,0.284429259
49.216,5307.884,1.471,228.517,1.733,0.446,2.954,13.818,0.077,-0.535,-2.492,0.282413923,0.28645502,0.284434471
48.556,5308.17,1.471,228.517,1.74,0.519,2.246,13.666,0.075,-0.492,-2.529,0.282415803,0.286455165,0.284435484
48.556,5308.17,1.471,228.517,1.74,0.519,2.246,13.666,0.075,-0.492,-2.529,0.282416474,0.286455243,0.284435859
47.876,5308.056,1.471,228.517,1.74,0.549,2.417,13.794,0.091,-0.542,-2.536,0.282421,0.286461622,0.284441311
47.876,5308.056,1.471,228.517,1.74,0.549,2.417,13.794,0.091,-0.542,-2.536,0.282422994,0.286461919,0.284442456
47.216,5308.8,1.471,228.517,1.746,0.519,2.997,14.209,0.096,-0.591,-2.557,0.282431105,0.286463801,0.284447453
47.216,5308.8,1.471,228.517,1.746,0.519,2.997,14.209,0.096,-0.591,-2.557,0.282431631,0.286467961,0.284449796
46.536,5308.743,1.471,237.306,1.758,0.433,2.49,14.105,0.072,-0.49,-2.538,0.282440041,0.286470077,0.284455059
45.876,5307.198,1.471,228.517,1.746,0.269,3.149,13.824,0.079,-0.653,-2.54,0.282441777,0.286470389,0.284456083
45.876,5307.198,1.471,228.517,1.746,0.269,3.149,13.824,0.079,-0.653,-2.54,0.282444621,0.286470917,0.284457769
45.196,5307.484,1.471,228.517,1.74,0.378,3.607,14.081,0.046,-0.605,-2.555,0.282444968,0.286479302,0.284462135
45.196,5307.484,1.471,228.517,1.74,0.378,3.607,14.081,0.046,-0.605,-2.555,0.282449496,0.286480345,0.284464921
44.536,5308.342,1.471,228.517,1.746,0.189,2.338,13.934,0.044,-0.492,-2.499,0.282450732,0.286480987,0.284465859
44.536,5308.342,1.471,228.517,1.746,0.189,2.338,13.934,0.044,-0.492,-2.499,0.282454931,0.286481249,0.28446809
43.876,5307.598,1.471,228.517,1.746,0.446,3.595,14.008,0.034,-0.588,-2.521,0.282461117,0.286481401,0.284471259
43.876,5307.598,1.471,228.517,1.746,0.446,3.595,14.008,0.034,-0.588,-2.521,0.282462336,0.286487954,0.284475145
43.196,5307.884,1.471,228.517,1.752,0.537,3.418,14.001,0.039,-0.617,-2.485,0.28246612,0.286489548,0.284477834
43.196,5307.884,1.471,228.517,1.752,0.537,3.418,14.001,0.039,-0.617,-2.485,0.282468532,0.286494615,0.284481574
42.536,5307.999,1.471,228.517,1.746,0.336,2.313,13.611,0.07,-0.446,-2.459,0.282469571,0.286500458,0.284485014
41.856,5308.17,1.471,228.517,1.74,0.531,2.557,13.763,0.092,-0.463,-2.473,0.282470819,0.286507062,0.28448894
41.856,5308.17,1.471,228.517,1.74,0.531,2.557,13.763,0.092,-0.463,-2.473,0.282474794,0.286509409,0.284492101
41.196,5308.113,1.471,228.517,1.74,0.354,3.119,14.246,0.067,-0.523,-2.458,0.282482659,0.286510042,0.28449635
41.196,5308.113,1.471,228.517,1.74,0.354,3.119,14.246,0.067,-0.523,-2.458,0.282483899,0.286510194,0.284497046
40.536,5308.285,1.471,228.517,1.74,0.562,2.606,13.702,0.089,-0.467,-2.461,0.282494824,0.286510291,0.284502557
40.536,5308.285,1.471,228.517,1.74,0.562,2.606,13.702,0.089,-0.467,-2.461,0.282501403,0.286515945,0.284508674
39.856,5307.827,1.471,228.517,1.746,0.531,2.85,13.782,0.084,-0.482,-2.48,0.282501832,0.286524286,0.284513059
39.856,5307.827,1.471,228.517,1.746,0.531,2.85,13.782,0.084,-0.482,-2.48,0.282502259,0.286526619,0.284514439
39.196,5308.17,1.471,237.306,1.758,0.134,3.638,13.995,0.07,-0.595,-2.473,0.282506308,0.286528985,0.284517646
39.196,5308.17,1.471,237.306,1.758,0.134,3.638,13.995,0.07,-0.595,-2.473,0.282506676,0.286531843,0.28451926
38.536,5307.655,1.471,237.306,1.77,0.433,3.125,13.867,0.079,-0.496,-2.505,0.282508068,0.286535379,0.284521724
38.536,5307.655,1.471,237.306,1.77,0.433,3.125,13.867,0.079,-0.496,-2.505,0.282516426,0.286539445,0.284527936
38.536,5307.655,1.471,237.306,1.77,0.433,3.125,13.867,0.079,-0.496,-2.505,0.282518763,0.286545905,0.284532334
37.196,5307.369,1.471,237.306,1.764,0.262,3.18,13.568,0.082,-0.602,-2.493,0.282519018,0.286557697,0.284538358
37.196,5307.369,1.471,237.306,1.764,0.262,3.18,13.568,0.082,-0.602,-2.493,0.282524092,0.286558764,0.284541428
36.536,5307.884,1.471,237.306,1.776,0.397,3.375,13.916,0.08,-0.538,-2.504,0.28252418,0.286562854,0.284543517
36.536,5307.884,1.471,237.306,1.776,0.397,3.375,13.916,0.08,-0.538,-2.504,0.282524309,0.286563574,0.284543942
35.856,5307.369,1.471,237.306,1.77,0.537,3.571,14.111,0.099,-0.605,-2.543,0.282528609,0.286574381,0.284551495
35.856,5307.369,1.471,237.306,1.77,0.537,3.571,14.111,0.099,-0.605,-2.543,0.282543524,0.286575234,0.284559379
35.196,5308.8,1.471,237.306,1.77,0.433,3.174,13.66,0.091,-0.501,-2.558,0.282546581,0.286576042,0.284561311
35.196,5308.8,1.471,237.306,1.77,0.433,3.174,13.66,0.091,-0.501,-2.558,0.282555651,0.286581349,0.2845685
34.536,5307.713,1.471,237.306,1.776,0.623,3.027,14.166,0.109,-0.511,-2.54,0.282557636,0.286582243,0.28456994
33.856,5307.426,1.471,237.306,1.77,0.47,3.052,14.185,0.08,-0.535,-2.538,0.282560157,0.286582334,0.284571245
33.856,5307.426,1.471,237.306,1.77,0.47,3.052,14.185,0.08,-0.535,-2.538,0.282563115,0.286592853,0.284577984
33.196,5308.456,1.471,237.306,1.776,0.458,2.783,13.916,0.058,-0.448,-2.531,0.282570721,0.286597399,0.28458406
33.196,5308.456,1.471,237.306,1.776,0.458,2.783,13.916,0.058,-0.448,-2.531,0.282572729,0.286608044,0.284590386
32.536,5307.426,1.471,237.306,1.782,0.36,2.985,14.288,0.06,-0.52,-2.562,0.282573407,0.286611392,0.284592399
32.536,5307.426,1.471,237.306,1.782,0.36,2.985,14.288,0.06,-0.52,-2.562,0.282576387,0.28661143,0.284593908
31.856,5307.426,1.471,237.306,1.788,0.165,3.247,14.038,0.038,-0.595,-2.521,0.28257686,0.286613419,0.28459514
31.856,5307.426,1.471,237.306,1.788,0.165,3.247,14.038,0.038,-0.595,-2.521,0.282580976,0.28661359,0.284597283
31.196,5307.884,1.471,237.306,1.788,0.525,2.82,14.124,0.053,-0.415,-2.471,0.28258219,0.286617553,0.284599872
31.196,5307.884,1.471,237.306,1.788,0.525,2.82,14.124,0.053,-0.415,-2.471,0.282582575,0.286622023,0.284602299
30.536,5306.854,1.471,237.306,1.788,0.146,3.375,13.837,0.041,-0.6,-2.485,0.282584006,0.28663132,0.284607663
29.856,5307.312,1.471,237.306,1.788,0.232,3.479,13.776,0.048,-0.646,-2.483,0.282587885,0.286638603,0.284613244
29.856,5307.312,1.471,237.306,1.788,0.232,3.479,13.776,0.048,-0.646,-2.483,0.28258892,0.286639789,0.284614355
29.196,5308.113,1.471,237.306,1.794,0.354,2.368,14.215,0.079,-0.429,-2.456,0.282590961,0.286643545,0.284617253
29.196,5308.113,1.471,237.306,1.794,0.354,2.368,14.215,0.079,-0.429,-2.456,0.282595824,0.28664836,0.284622092
28.536,5307.999,1.471,237.306,1.807,0.293,3.259,13.599,0.051,-0.576,-2.461,0.282597379,0.286652402,0.28462489
28.536,5307.999,1.471,237.306,1.807,0.293,3.259,13.599,0.051,-0.576,-2.461,0.282608435,0.286655621,0.284632028
27.856,5307.713,1.471,237.306,1.819,0.391,3.339,13.507,0.058,-0.622,-2.44,0.282615415,0.286657052,0.284636234
27.856,5307.713,1.471,237.306,1.819,0.391,3.339,13.507,0.058,-0.622,-2.44,0.282617015,0.286658717,0.284637866
27.196,5307.598,0.736,237.306,1.819,0.214,2.063,13.867,0.073,-0.439,-2.475,0.282618397,0.28666056,0.284639478
27.196,5307.598,0.736,237.306,1.819,0.214,2.063,13.867,0.073,-0.439,-2.475,0.282619788,0.286663467,0.284641628
26.536,5308.456,1.471,246.095,1.825,0.391,3.143,13.58,0.058,-0.583,-2.444,0.282623911,0.286669657,0.284646784
25.856,5308.514,1.471,246.095,1.831,0.427,2.966,13.867,0.07,-0.538,-2.485,0.282626006,0.286669836,0.284647921
25.856,5308.514,1.471,246.095,1.831,0.427,2.966,13.867,0.07,-0.538,-2.485,0.282630164,0.28667173,0.284650947
25.196,5308.056,1.471,237.306,1.813,0.47,2.106,13.599,0.07,-0.475,-2.507,0.282633181,0.286671844,0.284652513
25.196,5308.056,1.471,237.306,1.813,0.47,2.106,13.599,0.07,-0.475,-2.507,0.28263327,0.286690562,0.284661916
24.516,5307.999,1.471,237.306,1.813,0.543,2.197,13.544,0.084,-0.528,-2.507,0.282635883,0.286709278,0.28467258
24.516,5307.999,1.471,237.306,1.813,0.543,2.197,13.544,0.084,-0.528,-2.507,0.282636606,0.286710581,0.284673594
23.856,5308.571,1.471,237.306,1.807,0.5,3.027,14.081,0.091,-0.578,-2.526,0.282646111,0.286713689,0.2846799
23.856,5308.571,1.471,237.306,1.807,0.5,3.027,14.081,0.091,-0.578,-2.526,0.282653965,0.286714452,0.284684209
23.176,5307.941,1.471,237.306,1.807,0.562,2.557,14.24,0.097,-0.504,-2.557,0.282655703,0.286715618,0.284685661
23.176,5307.941,1.471,237.306,1.807,0.562,2.557,14.24,0.097,-0.504,-2.557,0.282662579,0.286716326,0.284689452
22.516,5307.884,1.471,237.306,1.813,0.385,3.021,13.8,0.085,-0.567,-2.55,0.282668228,0.286716412,0.28469232
21.836,5307.426,1.471,237.306,1.813,0.33,3.021,13.831,0.056,-0.61,-2.533,0.282670839,0.286718567,0.284694703
21.836,5307.426,1.471,237.306,1.813,0.33,3.235,13.831,0.056,-0.61,-2.533,0.282671681,0.286724512,0.284698097
21.836,5307.426,1.471,237.306,1.813,0.33,3.235,13.831,0.056,-0.61,-2.533,0.282676701,0.28672456,0.284700631
21.836,5307.426,1.471,237.306,1.813,0.33,3.235,13.831,0.056,-0.61,-2.533,0.282680688,0.286724901,0.284702794
20.516,5307.484,1.471,246.095,1.825,0.36,3.43,13.959,0.043,-0.586,-2.54,0.282686306,0.286726228,0.284706267
20.516,5307.484,1.471,246.095,1.825,0.36,3.43,13.959,0.043,-0.586,-2.54,0.282686829,0.286729082,0.284707955
19.836,5307.312,1.471,237.306,1.819,0.525,3.296,14.05,0.032,-0.629,-2.519,0.282689981,0.286731124,0.284710553
19.836,5307.312,1.471,237.306,1.819,0.525,3.296,14.05,0.032,-0.629,-2.519,0.282690572,0.28673207,0.284711321
19.176,5308.113,0.736,237.306,1.819,0.299,1.941,13.617,0.055,-0.374,-2.461,0.282692373,0.286736606,0.28471449
19.176,5308.113,0.736,237.306,1.819,0.299,1.941,13.617,0.055,-0.374,-2.461,0.282695463,0.28673905,0.284717256
18.516,5307.426,1.471,237.306,1.819,0.58,3.021,14.05,0.044,-0.547,-2.475,0.282696622,0.28673963,0.284718126
17.836,5308.399,1.471,237.306,1.813,0.47,3.149,14.148,0.063,-0.504,-2.444,0.282699396,0.286747424,0.28472341
17.836,5308.399,1.471,237.306,1.813,0.47,3.149,14.148,0.063,-0.504,-2.444,0.282701985,0.286748923,0.284725454
17.176,5308.113,0.736,237.306,1.813,0.519,2.368,13.611,0.091,-0.417,-2.444,0.282711336,0.286750043,0.28473069
17.176,5308.113,0.736,237.306,1.813,0.519,2.368,13.611,0.091,-0.417,-2.444,0.282713198,0.286755232,0.284734215
16.516,5308.056,1.471,237.306,1.813,0.336,3.18,14.178,0.062,-0.549,-2.434,0.282714982,0.286755704,0.284735343
16.516,5308.056,1.471,237.306,1.813,0.336,3.18,14.178,0.062,-0.549,-2.434,0.282719434,0.286762195,0.284740814
15.836,5307.598,1.471,237.306,1.813,0.159,3.18,13.995,0.07,-0.526,-2.432,0.282719967,0.286768169,0.284744068
15.836,5307.598,1.471,237.306,1.813,0.159,3.18,13.995,0.07,-0.526,-2.432,0.282720248,0.28676878,0.284744514
15.176,5307.999,1.471,237.306,1.807,0.5,2.96,13.629,0.082,-0.508,-2.463,0.28272306,0.286769094,0.284746077
15.176,5307.999,1.471,237.306,1.807,0.5,2.96,13.629,0.082,-0.508,-2.463,0.282726864,0.286775373,0.284751118
14.496,5307.941,1.471,237.306,1.807,0.348,3.186,13.776,0.065,-0.523,-2.487,0.282727451,0.286775946,0.284751699
14.496,5307.941,1.471,237.306,1.807,0.348,3.186,13.776,0.065,-0.523,-2.487,0.282732938,0.286780368,0.284756653
13.836,5307.941,1.471,237.306,1.807,0.25,3.473,13.745,0.072,-0.566,-2.481,0.2827333,0.28678354,0.28475842
13.176,5307.884,1.471,237.306,1.813,0.372,3.473,13.806,0.073,-0.571,-2.481,0.282733609,0.28678537,0.284759489
13.176,5307.884,1.471,237.306,1.813,0.372,3.473,13.806,0.073,-0.571,-2.481,0.282741414,0.286799484,0.284770449
12.496,5307.312,1.471,237.306,1.819,0.47,3.51,13.892,0.101,-0.579,-2.504,0.282741807,0.286800455,0.284771131
12.496,5307.312,1.471,237.306,1.819,0.47,3.51,13.892,0.101,-0.579,-2.504,0.282748714,0.2868024,0.284775557
11.836,5307.941,1.471,237.306,1.813,0.403,3.333,13.489,0.103,-0.531,-2.522,0.282749112,0.286805798,0.284777455
11.836,5307.941,1.471,237.306,1.813,0.403,3.333,13.489,0.103,-0.531,-2.522,0.282754851,0.286806793,0.284780822
11.176,5307.713,1.471,237.306,1.819,0.616,3.229,14.069,0.111,-0.531,-2.531,0.282759092,0.28682262,0.284790856
11.176,5307.713,1.471,237.306,1.819,0.616,3.229,14.069,0.111,-0.531,-2.531,0.282764381,0.28682688,0.284795631
10.496,5308.113,1.471,237.306,1.819,0.531,3.271,14.178,0.084,-0.573,-2.531,0.282768661,0.287539527,0.285154094
9.836,5308.8,1.471,237.306,1.819,0.421,3.162,13.69,0.073,-0.501,-2.51,0.282773421,0.287824992,0.285299206
9.836,5308.8,1.471,237.306,1.819,0.421,3.162,13.69,0.073,-0.501,-2.51,0.282774016,0.288182671,0.285478343
9.176,5307.77,1.471,237.306,1.807,0.458,3.351,14.02,0.073,-0.608,-2.505,0.283588501,0.289214705,0.286401603
9.176,5307.77,1.471,237.306,1.807,0.458,3.351,14.02,0.073,-0.608,-2.505,0.28387845,0.290029516,0.286953983
8.496,5307.999,1.471,237.306,1.801,0.269,3.253,13.983,0.051,-0.584,-2.505,0.284236632,0.290339095,0.287287863
8.496,5307.999,1.471,237.306,1.801,0.269,3.253,13.983,0.051,-0.584,-2.505,0.28507051,0.290670987,0.287870749
7.836,5307.77,1.471,237.306,1.801,0.549,3.168,13.977,0.048,-0.453,-2.469,0.285204249,0.291495222,0.288349735
7.836,5307.77,1.471,237.306,1.801,0.549,3.168,13.977,0.048,-0.453,-2.469,0.285658762,0.291586893,0.288622828
7.156,5308.399,1.471,237.306,1.794,0.586,2.71,14.056,0.065,-0.485,-2.43,0.286075524,0.29164817,0.288861847
7.156,5308.399,1.471,237.306,1.794,0.586,2.71,14.056,0.065,-0.485,-2.43,0.286095459,0.291726503,0.288910981
6.496,5307.198,1.471,237.306,1.801,0.195,3.302,13.538,0.051,-0.579,-2.446,0.286641144,0.291867893,0.289254519
5.836,5307.369,1.471,237.306,1.788,0.482,2.612,13.971,0.085,-0.48,-2.406,0.286739005,0.292038412,0.289388708
5.836,5307.369,1.471,237.306,1.788,0.482,2.612,13.971,0.085,-0.48,-2.406,0.287,0.292,0.289548449
5.544,5307.369,1.471,263.673,1.99,2.118,2.466,13.403,0.446,0.542,-2.389,0.287661077,0.292147392,0.289904234
5.544,5307.713,1.471,263.673,1.99,2.24,2.533,13.403,0.398,0.458,-2.405,0.287885503,0.292333456,0.29010948
6.224,5307.713,1.471,263.673,1.99,2.24,2.533,13.263,0.398,0.458,-2.405,0.28894015,0.29279403,0.29086709
6.224,5307.999,1.471,263.673,1.996,2.368,2.6,13.263,0.417,0.449,-2.387,0.289187188,0.292923035,0.291055112
6.884,5307.999,1.471,263.673,1.996,2.368,2.6,13.3,0.417,0.449,-2.387,0.289567321,0.29326823,0.291417775
6.884,5307.541,1.471,263.673,1.996,2.234,2.527,13.3,0.461,0.555,-2.403,0.289775204,0.293422828,0.291599016
7.544,5308.056,1.471,263.673,1.996,2.466,2.515,13.263,0.432,0.456,-2.401,0.289943138,0.29343854,0.291690839
8.224,5308.056,1.471,263.673,1.996,2.466,2.515,13.324,0.432,0.456,-2.401,0.289944749,0.293554862,0.291749806
8.224,5308.914,1.471,263.673,2.002,2.74,2.728,13.324,0.487,0.516,-2.389,0.289951521,0.293860264,0.291905892
8.884,5307.484,1.471,263.673,2.002,2.74,2.728,13.196,0.526,0.516,-2.389,0.289967989,0.294897438,0.292432714
8.884,5307.484,1.471,263.673,2.002,2.502,3.113,13.196,0.526,0.531,-2.387,0.289976873,0.295011934,0.292494403
9.544,5309.143,1.471,263.673,2.002,2.502,3.113,13.257,0.526,0.531,-2.387,0.289979222,0.295013127,0.292496175
9.544,5309.143,1.471,263.673,2.002,2.863,2.57,13.257,0.506,0.473,-2.391,0.289983271,0.295013175,0.292498223
10.224,5308.743,0.736,263.673,2.002,2.863,2.57,13.354,0.489,0.424,-2.391,0.289984789,0.295014893,0.292499841
10.224,5308.743,0.736,263.673,2.008,2.759,2.301,13.354,0.489,0.424,-2.399,0.289987545,0.295015119,0.292501332
10.884,5307.598,1.471,263.673,2.002,2.759,2.301,13.379,0.489,0.552,-2.37,0.289994877,0.295016434,0.292505655
10.884,5307.598,1.471,263.673,2.002,2.539,2.826,13.379,0.489,0.552,-2.37,0.290003715,0.295019309,0.292511512
11.544,5308.113,0.736,263.673,1.996,2.466,2.344,13.141,0.441,0.408,-2.36,0.290004052,0.29502984,0.292516946
12.224,5308.571,1.471,263.673,1.996,2.466,2.344,13.281,0.396,0.431,-2.398,0.290004585,0.295031678,0.292518132
12.224,5308.571,1.471,263.673,1.996,2.466,2.344,13.281,0.396,0.431,-2.398,0.290006951,0.295031871,0.292519411
12.884,5307.999,1.471,263.673,2.002,2.191,2.46,13.416,0.39,0.538,-2.41,0.290007161,0.29503406,0.29252061
12.884,5307.999,1.471,263.673,2.008,2.759,2.966,13.416,0.39,0.538,-2.41,0.290008989,0.295043878,0.292526433
13.544,5307.884,1.471,263.673,2.008,2.057,2.362,13.342,0.373,0.446,-2.396,0.290012282,0.295047387,0.292529834
13.544,5307.884,1.471,263.673,2.008,2.057,2.362,13.342,0.373,0.446,-2.396,0.290012936,0.295048311,0.292530623
14.224,5307.713,1.471,263.673,2.008,2.051,2.533,13.287,0.388,0.455,-2.396,0.290022616,0.295051865,0.292537241
14.224,5307.713,1.471,263.673,2.008,2.051,2.533,13.287,0.388,0.455,-2.396,0.290024058,0.295053173,0.292538616
14.884,5307.426,1.471,263.673,2.008,2.82,3.381,13.245,0.352,0.502,-2.396,0.290025461,0.295053736,0.292539598
14.884,5307.426,1.471,263.673,2.008,2.82,3.381,13.245,0.352,0.502,-2.396,0.290028804,0.295054061,0.292541432
15.544,5307.827,1.471,263.673,2.014,2.197,2.924,13.232,0.4,0.537,-2.377,0.290029327,0.295055414,0.29254237
16.224,5308.514,1.471,272.462,2.014,2.399,3.094,13.373,0.424,0.537,-2.403,0.290034291,0.295057855,0.292546073
16.224,5308.514,1.471,272.462,2.014,2.399,3.094,13.373,0.424,0.537,-2.403,0.290035764,0.295058167,0.292546965
16.884,5308.399,1.471,272.462,2.02,2.307,3.015,13.434,0.378,0.485,-2.452,0.290041419,0.295061244,0.292551331
16.884,5308.399,1.471,272.462,2.02,2.307,3.015,13.434,0.378,0.485,-2.452,0.290042756,0.295062464,0.29255261
17.544,5307.884,1.471,272.462,2.02,2.563,3.033,13.452,0.446,0.513,-2.425,0.290043955,0.295064129,0.292554042
17.544,5307.884,1.471,272.462,2.02,2.563,3.033,13.452,0.446,0.513,-2.425,0.290044038,0.295069396,0.292556717
18.224,5307.884,1.471,272.462,2.032,2.533,3.113,13.336,0.441,0.516,-2.394,0.290049986,0.295071852,0.292560919
18.224,5307.884,1.471,272.462,2.032,2.533,3.113,13.336,0.441,0.516,-2.394,0.290050468,0.295075609,0.292563039
18.884,5308.285,1.471,272.462,2.026,1.831,2.588,13.44,0.408,0.485,-2.41,0.290051582,0.295085706,0.292568644
18.884,5308.285,1.471,272.462,2.026,1.831,2.588,13.44,0.408,0.485,-2.41,0.290055885,0.295086627,0.292571256
19.544,5308.056,1.471,272.462,2.032,2.6,3.229,13.519,0.458,0.555,-2.425,0.29005727,0.295088087,0.292572678
20.224,5307.884,1.471,272.462,2.039,2.698,3.156,13.477,0.487,0.574,-2.418,0.290058272,0.29509279,0.292575531
20.224,5307.884,1.471,272.462,2.039,2.698,3.156,13.477,0.487,0.574,-2.418,0.290060436,0.295106238,0.292583337
20.884,5308.628,1.471,272.462,2.039,2.032,2.625,13.562,0.485,0.444,-2.427,0.290077845,0.295107318,0.292592581
20.884,5308.628,1.471,272.462,2.039,2.032,2.625,13.562,0.485,0.444,-2.427,0.290078245,0.295109413,0.292593829
20.884,5308.628,1.471,272.462,2.039,2.032,2.625,13.562,0.485,0.444,-2.427,0.290081836,0.295112028,0.292596932
21.544,5308.342,1.471,272.462,2.026,2.832,3.21,13.477,0.514,0.562,-2.428,0.290088538,0.295118017,0.292603278
22.224,5307.426,1.471,272.462,2.026,2.893,3.186,13.379,0.514,0.552,-2.41,0.290096854,0.295118651,0.292607752
22.224,5307.426,1.471,272.462,2.026,2.893,3.186,13.379,0.514,0.552,-2.41,0.290099996,0.295120075,0.292610035
22.884,5308.628,1.471,272.462,2.014,2.893,3.186,13.568,0.48,0.475,-2.417,0.290105895,0.295128804,0.29261735
22.884,5308.628,1.471,272.462,2.014,2.264,2.942,13.568,0.48,0.475,-2.417,0.290106064,0.295133691,0.292619878
23.564,5308.285,1.471,272.462,2.014,2.441,2.783,13.373,0.444,0.509,-2.406,0.290110646,0.295135085,0.292622865
24.224,5307.827,1.471,263.673,2.008,2.515,3.149,13.281,0.448,0.571,-2.387,0.290115676,0.295138271,0.292626974
24.224,5307.827,1.471,263.673,2.008,2.515,3.149,13.281,0.448,0.571,-2.387,0.290120045,0.295145546,0.292632796
24.884,5308.685,1.471,263.673,2.002,2.563,2.393,13.409,0.407,0.485,-2.422,0.290128991,0.295149023,0.292639007
24.884,5308.685,1.471,263.673,2.002,2.563,2.393,13.409,0.407,0.485,-2.422,0.290129427,0.295156202,0.292642815
25.564,5308.8,1.471,263.673,1.996,2.789,2.502,13.507,0.355,0.443,-2.405,0.290129623,0.295159013,0.292644318
25.564,5308.8,1.471,263.673,1.996,2.789,2.502,13.507,0.355,0.443,-2.405,0.290129623,0.295163684,0.292646654
26.224,5307.713,1.471,263.673,1.996,1.868,2.753,13.531,0.352,0.528,-2.439,0.290136221,0.29517033,0.292653275
26.224,5307.713,1.471,263.673,1.996,1.868,2.753,13.531,0.352,0.528,-2.439,0.290137229,0.29517238,0.292654804
26.884,5308.285,1.471,263.673,1.99,2.722,2.734,13.452,0.378,0.468,-2.401,0.290148902,0.295175116,0.292662009
26.884,5308.285,1.471,263.673,1.99,2.722,2.734,13.452,0.378,0.468,-2.401,0.290150397,0.295180014,0.292665206
27.564,5308.743,1.471,263.673,1.99,2.521,2.606,13.135,0.405,0.484,-2.377,0.290152958,0.29518368,0.292668319
28.224,5308.17,1.471,263.673,1.996,1.947,2.783,13.574,0.371,0.538,-2.449,0.290157584,0.295183687,0.292670636
28.224,5308.17,1.471,263.673,1.996,1.947,2.783,13.574,0.371,0.538,-2.449,0.290159081,0.29519323,0.292676155
28.884,5308.514,1.471,263.673,1.99,2.264,2.588,13.348,0.426,0.477,-2.423,0.290161448,0.295196037,0.292678743
28.884,5308.514,1.471,263.673,1.99,2.264,2.588,13.348,0.426,0.477,-2.423,0.290166562,0.295200265,0.292683414
29.564,5307.541,1.471,263.673,1.978,1.971,2.557,13.397,0.432,0.482,-2.435,0.290169634,0.295211103,0.292690368
29.564,5307.541,1.471,263.673,1.978,1.971,2.557,13.397,0.432,0.482,-2.435,0.290172752,0.295215009,0.292693881
30.224,5308.113,1.471,263.673,1.984,2.203,2.747,13.452,0.383,0.508,-2.423,0.290173473,0.295215396,0.292694434
30.224,5308.113,1.471,263.673,1.984,2.203,2.747,13.452,0.383,0.508,-2.423,0.29017496,0.295216401,0.29269568
